State,Medical School,Course,Class,Required or Recommended?,Additional Info,Credit Hours,Lab?,Pass/Fail,AP Credit,Online Course,Community College
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Anthropology,BESS,Required,Anthropology or any of the Behavioral and Social Sciences courses will be accepted.  Applicants should have 3 semester hours in the Social Sciences and 3 semester hours in the Behavioral Sciences.,6,-1,0,0.0,1.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Biochemistry,CHEM,Recommended,Biochemistry may take the place of Organic Chemistry II.,,1,0,-1.0,0.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Biology,BIOL,Required,,8,1,0,0.0,0.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Chemistry,CHEM,Required,General Chemistry,8,1,0,0.0,0.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Composition & Rhetoric,ENGL,Required,English Literature may be used in place of a portion or all of English Composition.,6,-1,0,0.0,1.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Literature,ENGL,Required,English Composition may be used in place of a portion or all of English Literature.,6,-1,0,0.0,1.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Mathematics,MATH,Required,Calculus is preferred.,6,-1,0,0.0,1.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Physics,PHYS,Required,,8,1,0,0.0,0.0,1.0
AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Statistics,MATH,Recommended,,,-1,0,0.0,1.0,1.0
AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Biochemistry,CHEM,Required,,3,-1,-1,1.0,1.0,1.0
AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Biology,BIOL,Required,General Biology - Applicants awarded AP or CLEP credit for biology are expected to complete 8 hours of additional advanced biology coursework.,8,1,-1,1.0,0.0,1.0
AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Biostatistics,MATH,Required,3 semester hours of biostatistics or statistics OR 6 semester hours of college math.  Applicants awarded AP or CLEP credit for statistics or college mathematics are expected to complete a college level biostatistics course to meet the requirement.,3,-1,-1,1.0,1.0,1.0
AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Composition & Rhetoric,ENGL,Required,"Complete at least 6 semester hours of college level English, writing composition, or writing intensive coursework.",6,-1,-1,1.0,1.0,1.0
AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Physics,PHYS,Required,,8,1,-1,1.0,1.0,1.0
AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Psychology,BESS,Required,"Any behavioral or social science coursework that addresses the biological, psychological, and/or sociocultural factors that influence perceptions, behaviors, interactions and well-being will be accepted.",3,-1,-1,1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Biochemistry,CHEM,Recommended,"We require 24 hours of math and science course work, but recommend biochemistry course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Biology,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Cell Biology,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Chemistry,CHEM,Recommended,"We require 24 hours of math and science course work, but recommend chemistry course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Genetics,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Immunology,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Microbiology,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Molecular Biology,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Physics,PHYS,Recommended,"We require 24 hours of math and science course work, but recommend physics course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Physiology,BIOL,Recommended,"We require 24 hours of math and science course work, but recommend biology course work with a lab component. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Psychology,BESS,Recommended,,,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Sociology,BESS,Recommended,,,-1,1,-1.0,1.0,1.0
AR,Alice L. Walton School of Medicine,Statistics,MATH,Recommended,"We require 24 hours of math and science course work, but recommend statistics course work. It is anticipated that applicants will have completed some of the recommended upper division courses.",,-1,1,-1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Biology,BIOL,Required,,6,-1,1,1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Chemistry,CHEM,Required,Three semesters of chemistry to include one semester of organic chemistry and one semester of biochemistry.  Labs not required.,9,-1,1,1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Composition & Rhetoric,ENGL,Required,English courses as listed on the applicant's academic transcript.  Writing intensive courses on a case-by-case basis.  Will accept Oral Communications for 3 credit hours.,6,-1,1,1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Genetics,BIOL,Required,"Of the nine credit hours required for the biology coursework, one semester must be Genetics.",3,-1,1,1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Physics,PHYS,Required,6 credit hours,6,-1,1,1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Psychology,BESS,Required,"Psychology, sociology, anthropology, family studies, etc.",6,-1,1,1.0,1.0,1.0
AR,University of Arkansas for Medical Sciences College of Medicine,Statistics,MATH,Required,,3,-1,1,1.0,1.0,1.0
AZ,University of Arizona College of Medicine,Anatomy,BIOL,Required,Physiology/ Anatomy course 2 semesters or 3 quarters,,-1,0,1.0,1.0,1.0
AZ,University of Arizona College of Medicine,Biochemistry,CHEM,Required,Biochemistry (or 1 semester Biochemistry/1 semester of Genetics),,-1,0,1.0,1.0,1.0
AZ,University of Arizona College of Medicine,Biology,BIOL,Required,"Upper-division of any two from different disciplines of the following: Molecular Biology, Cell Biology, Histology, Microbiology, Pharmacology, Pathology, or Immunobiology OR can use 1 semester of any Genetics course if taken 2 semesters of Biochemistry (includes lower division)",,-1,0,1.0,1.0,1.0
AZ,University of Arizona College of Medicine,Composition & Rhetoric,ENGL,Required,English (or other writing intensive course) 2 semesters or 3 quarters,,-1,0,1.0,1.0,1.0
AZ,University of Arizona College of Medicine,Psychology,BESS,Required,"Social & Behavioral Sciences (e.g. Psychology, Sociology, Public Health) 1 semester or 2 quarters",,-1,0,1.0,1.0,1.0
AZ,University of Arizona College of Medicine,Statistics,MATH,Required,Statistics (Biostatistics recommended),,-1,0,1.0,1.0,1.0
AZ,University of Arizona College of Medicine - Phoenix,Biochemistry,CHEM,Required,,2,-1,-1,-1.0,1.0,1.0
AZ,University of Arizona College of Medicine - Phoenix,Biology,BIOL,Required,Two (2) courses in the biological sciences (one course in human or mammalian anatomy and physiology is strongly recommended).,4,-1,-1,1.0,1.0,1.0
AZ,University of Arizona College of Medicine - Phoenix,Chemistry,CHEM,Required,one additional course in any area of chemistry,2,-1,-1,1.0,1.0,1.0
AZ,University of Arizona College of Medicine - Phoenix,Composition & Rhetoric,ENGL,Required,Two (2) courses that are writing-intensive. These courses don't necessarily need to be within the English department but can be any courses that are designated as writing-intensive.,4,-1,-1,1.0,1.0,1.0
AZ,University of Arizona College of Medicine - Phoenix,Mathematics,MATH,Required,"A mathematics course more advanced than college algebra (e.g. statistics, precalculus, etc.)",2,-1,-1,1.0,1.0,1.0
CA,California Northstate University College of Medicine,Anatomy,BIOL,Recommended,,,-1,-1,-1.0,-1.0,-1.0
CA,California Northstate University College of Medicine,Biochemistry,CHEM,Required,"1 semester, 1 quarter, or 3 units of Biochemistry",3,-1,-1,-1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Biology,BIOL,Required,"2 semesters, or 3 quarters, or 1 year of Biology with Laboratory",8,1,-1,-1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Chemistry,CHEM,Required,"2 semesters, or 2 quarters of Organic Chemistry with a minimum of 8 units with Laboratory",6,1,-1,-1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Immunology,BIOL,Recommended,,,-1,-1,-1.0,-1.0,-1.0
CA,California Northstate University College of Medicine,Inorganic Chemistry,CHEM,Required,"2 semesters, or 2 quarters of Inorganic (General) Chemistry with a minimum of 8 units with Laboratory",6,1,-1,-1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Literature,ENGL,Required,"2 semesters, 3 quarters, or 1 year of college level English (IB or AP credits may be considered if they are accepted by the undergraduate program)",6,-1,-1,1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Mathematics,MATH,Required,"2 semesters, or 3 quarters of college level Math (Statistics and/or Calculus preferred)",6,-1,-1,-1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Physics,PHYS,Required,"2 semesters, or 3 quarters, or 1 year of Physics",6,-1,-1,-1.0,-1.0,1.0
CA,California Northstate University College of Medicine,Physiology,BIOL,Recommended,,,-1,-1,-1.0,-1.0,-1.0
CA,California University of Science and Medicine-School of Medicine,Biology,BIOL,Recommended,,12,1,1,1.0,1.0,1.0
CA,California University of Science and Medicine-School of Medicine,Chemistry,CHEM,Recommended,,12,1,1,1.0,1.0,1.0
CA,California University of Science and Medicine-School of Medicine,Literature,ENGL,Recommended,,12,-1,1,1.0,1.0,1.0
CA,California University of Science and Medicine-School of Medicine,Mathematics,MATH,Recommended,,12,-1,1,1.0,1.0,1.0
CA,California University of Science and Medicine-School of Medicine,Physics,PHYS,Recommended,,12,1,1,1.0,1.0,1.0
CA,California University of Science and Medicine-School of Medicine,Sociology,BESS,Recommended,,,-1,1,1.0,1.0,1.0
CA,California University of Science and Medicine-School of Medicine,Sociology,BESS,Recommended,,12,-1,1,1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Biochemistry,CHEM,Recommended,,3,-1,-1,-1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Biology,BIOL,Required,,6,1,-1,-1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Chemistry,CHEM,Required,,6,1,-1,-1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Composition & Rhetoric,ENGL,Required,,4,-1,-1,-1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Mathematics,MATH,Required,Calculus,4,-1,-1,1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Organic Chemistry,CHEM,Required,,6,1,-1,-1.0,-1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Physics,PHYS,Required,,4,1,-1,-1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Psychology,BESS,Recommended,,3,-1,-1,-1.0,1.0,1.0
CA,Charles R. Drew University of Medicine and Science College of Medicine,Sociology,BESS,Recommended,,3,-1,-1,-1.0,1.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Biochemistry,CHEM,Recommended,,,-1,0,0.0,1.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Biology,BIOL,Required,KPSOM accepts all courses listed under the Biology course requirement section of the AMCAS Course Classifications.,,1,0,0.0,0.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Chemistry,CHEM,Required,KPSOM accepts all courses listed under the Chemistry section of the AMCAS Course Classifications Guide,,1,0,0.0,0.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Composition & Rhetoric,ENGL,Required,KPSOM accepts all courses listed under the English Language and Literature (ENGL) section of the AMCAS Course Classifications Guide.,,-1,0,0.0,1.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Physics,PHYS,Required,KPSOM accepts all courses listed under the Biology section of the AMCAS Course Classifications Guide,,1,0,0.0,0.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Sociology,BESS,Required,KPSOM accepts all courses listed under the Behavioral and Social Sciences section of the AMCAS Course Classifications Guide,,-1,0,0.0,1.0,1.0
CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Statistics,MATH,Recommended,,,-1,0,0.0,1.0,1.0
CA,Keck School of Medicine of the University of Southern California,Statistics,MATH,Recommended,,,-1,1,1.0,1.0,1.0
CA,Loma Linda University School of Medicine,Biochemistry,CHEM,Required,One academic term. Organic Chemistry may not be substituted for this requirement. We will accept Pass/Fail for coursework taken during the winter/spring 2020 academic terms only.,3,-1,-1,-1.0,1.0,1.0
CA,Loma Linda University School of Medicine,Biology,BIOL,Required,One year sequence. We will accept Pass/Fail for coursework taken during the winter/spring 2020 academic terms only.,,1,-1,-1.0,1.0,1.0
CA,Loma Linda University School of Medicine,Chemistry,CHEM,Required,One year sequence each of General Chemistry and Organic Chemistry. We will accept Pass/Fail for coursework taken during the winter/spring 2020 academic terms only.,,1,-1,-1.0,1.0,1.0
CA,Loma Linda University School of Medicine,Physics,PHYS,Required,One year sequence. We will accept Pass/Fail for coursework taken during the winter/spring 2020 academic terms only.,,1,-1,-1.0,1.0,1.0
CA,Stanford University School of Medicine,Biology,BIOL,Recommended,,,1,1,1.0,1.0,1.0
CA,Stanford University School of Medicine,Chemistry,CHEM,Recommended,,,1,1,1.0,1.0,1.0
CA,Stanford University School of Medicine,Mathematics,MATH,Recommended,,,1,1,1.0,1.0,1.0
CA,Stanford University School of Medicine,Physics,PHYS,Recommended,,,1,1,1.0,1.0,1.0
CA,"University of California, Davis, School of Medicine",Biochemistry,CHEM,Required,Organic Chemistry (full year) or a combination of Organic Chemistry & Biochemistry to meet the minimum credit hour requirement.,8,1,1,0.0,1.0,1.0
CA,"University of California, Davis, School of Medicine",Biology,BIOL,Required,General Biology coursework,8,1,1,0.0,1.0,1.0
CA,"University of California, Davis, School of Medicine",Chemistry,CHEM,Required,General chemistry coursework,8,1,1,0.0,1.0,1.0
CA,"University of California, Davis, School of Medicine",Physics,PHYS,Required,General Physics coursework,8,1,1,0.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Anatomy,BIOL,Recommended,,,-1,1,-1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Biology,BIOL,Required,"3 semesters or 5 quarters, must include one upper division course - we do not accept psychobiology, behavioral-based courses, evolution, ecology, plant biology, animal biology, or AP credit; upper division courses can only be taken at an accredited 4-year institution",,-1,1,-1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Biostatistics,MATH,Recommended,,,-1,1,1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Chemistry,CHEM,Required,"4 semesters or 6 quarters, including general/inorganic chemistry, organic chemistry, AND biochemistry; AP score of greater than 3 is accepted",,-1,1,1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Composition & Rhetoric,ENGL,Recommended,,,-1,1,1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Immunology,BIOL,Recommended,,,-1,1,-1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Literature,ENGL,Required,"1 semester or quarter in any humanities (literature, history, philosophy, language, art; AP score 3 or greater is accepted)",,-1,1,1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Microbiology,BIOL,Recommended,,,-1,1,-1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Neuroscience,BIOL,Recommended,,,-1,1,-1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Physics,PHYS,Required,2 semesters or 3 quarters; AP score 3 or greater is accepted,,-1,1,1.0,1.0,1.0
CA,"University of California, Irvine, School of Medicine",Psychology,BESS,Recommended,,,-1,1,1.0,1.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Anthropology,BESS,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Applied Mathematics,MATH,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Biochemistry,CHEM,Recommended,,,1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Biostatistics,MATH,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Cell Biology,BIOL,Recommended,,,1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Chemistry,CHEM,Recommended,,,1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Economics,BESS,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Genetics,BIOL,Recommended,,,1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Molecular Biology,BIOL,Recommended,,,1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Physics,PHYS,Recommended,,,1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Physiology,BIOL,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Psychology,BESS,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Sociology,BESS,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Los Angeles David Geffen School of Medicine",Statistics,MATH,Recommended,,,-1,-1,1.0,0.0,1.0
CA,"University of California, Riverside School of Medicine",Biology,BIOL,Required,"All courses that are categorized under the ""biology"" section of the AMCAS course classification guide satisfy the requirements of UCR SOM's program prerequisites. Included credit hours are based on semester hours. Lab hours will count towards total semester hours, however, labs are optional.",8,-1,0,1.0,0.0,1.0
CA,"University of California, Riverside School of Medicine",Chemistry,CHEM,Required,"All courses that are categorized under the ""chemistry"" section of the AMCAS course classification guide satisfy the requirements of UCR SOM's program prerequisites. Included credit hours are based on semester hours. Lab hours will count towards total semester hours, however, labs are optional.",16,-1,0,1.0,0.0,1.0
CA,"University of California, Riverside School of Medicine",Mathematics,MATH,Required,"All courses that are categorized under the ""mathematics"" section of the AMCAS course classification guide satisfy the requirements of UCR SOM's program prerequisites. Included credit hours are based on semester hours. Lab hours will count towards total semester hours, however, labs are optional.",8,-1,0,1.0,0.0,1.0
CA,"University of California, Riverside School of Medicine",Physics,PHYS,Required,"All courses that are categorized under the ""physics"" section of the AMCAS course classification guide satisfy the requirements of UCR SOM's program prerequisites. Included credit hours are based on semester hours. Lab hours will count towards total semester hours, however, labs are optional.",8,-1,0,1.0,0.0,1.0
CA,"University of California, San Diego School of Medicine",Biochemistry,CHEM,Recommended,,,-1,0,1.0,1.0,1.0
CA,"University of California, San Diego School of Medicine",Biology,BIOL,Recommended,,,-1,0,1.0,1.0,1.0
CA,"University of California, San Diego School of Medicine",Chemistry,CHEM,Recommended,,,-1,0,1.0,1.0,1.0
CA,"University of California, San Diego School of Medicine",Mathematics,MATH,Recommended,,,-1,0,1.0,1.0,1.0
CA,"University of California, San Diego School of Medicine",Physics,PHYS,Recommended,,,-1,0,1.0,1.0,1.0
CA,"University of California, San Diego School of Medicine",Statistics,MATH,Recommended,,,-1,0,1.0,1.0,1.0
CA,"University of California, San Francisco, School of Medicine",Biochemistry,CHEM,Required,One (1) semester or quarter of colleve-level Biochemistry.,,-1,1,-1.0,1.0,1.0
CA,"University of California, San Francisco, School of Medicine",Biology,BIOL,Required,Two (2) semesters or three (3) quarters of college-level Biology with laboratory.,,1,1,-1.0,1.0,1.0
CA,"University of California, San Francisco, School of Medicine",Chemistry,CHEM,Required,One (1) semester or two (2) quarters of college-level Chemistry.,,-1,1,1.0,1.0,1.0
CA,"University of California, San Francisco, School of Medicine",Inorganic Chemistry,CHEM,Recommended,One (1) semester or two (2) quarters of college-level Inorganic Chemistry.,,1,1,-1.0,1.0,1.0
CA,"University of California, San Francisco, School of Medicine",Organic Chemistry,CHEM,Required,One (1) semester of college-level organic chemistry with laboratory.,,1,1,-1.0,1.0,1.0
CA,"University of California, San Francisco, School of Medicine",Physics,PHYS,Required,One (1) semester or two (2) quarters of college-level Physics.,,-1,1,1.0,1.0,1.0
CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Biochemistry,CHEM,Required,"ONE course of Biochemistry is required. Course may be one semester/trimester/quarter based on the calendar of the institution. Because different institutions use different credit hours, no specific credit hours will be listed below.",,-1,0,1.0,0.0,1.0
CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Biology,BIOL,Required,"TWO courses of Biology are required. Courses may each be one semester/trimester/quarter based on the calendar of the institution. Because different institutions use different credit hours, no specific credit hours will be listed below.",0,1,0,1.0,0.0,1.0
CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Chemistry,CHEM,Required,"THREE courses of Chemistry, including one of Organic Chemistry, are required. Courses may each be one semester/trimester/quarter based on the calendar of the institution. Because different institutions use different credit hours, no specific credit hours will be listed below.",,1,0,1.0,0.0,1.0
CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Composition & Rhetoric,ENGL,Required,"TWO writing-based courses are required. Courses typically come through Humanities or Social Science departments. Courses may each be one semester/trimester/quarter based on the calendar of the institution. Because different institutions use different credit hours, no specific credit hours will be listed below. If courses are not delivered though an English department, syllabuses for courses should be added to the applicant's Secondary Application portal.",,-1,0,1.0,0.0,1.0
CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Mathematics,MATH,Required,"TWO courses of either Mathematics, Statistics, or Biostatistics are required. Courses may each be one semester/trimester/quarter based on the calendar of the institution. Because different institutions use different credit hours, no specific credit hours will be listed below.",,-1,0,1.0,0.0,1.0
CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Physics,PHYS,Required,"TWO courses of Physics are required. Courses may each be one semester/trimester/quarter based on the calendar of the institution. Because different institutions use different credit hours, no specific credit hours will be listed below.",,-1,0,1.0,0.0,1.0
CT,University of Connecticut School of Medicine,Biology,BIOL,Required,"Biology or Zoology, 1 year of college credit with lab.",0,1,0,-1.0,0.0,1.0
CT,University of Connecticut School of Medicine,Chemistry,CHEM,Required,2 years of college credit with lab with at least 1 semester being Organic Chemistry,,1,0,-1.0,0.0,1.0
CT,University of Connecticut School of Medicine,Literature,ENGL,Required,1 year of college credit - courses in composition and literature are strongly recommended,,-1,0,-1.0,0.0,1.0
CT,University of Connecticut School of Medicine,Physics,PHYS,Required,1 year of college credit with lab,,1,0,-1.0,0.0,1.0
CT,Yale School of Medicine,Biology,BIOL,Required,All applicants must complete a full year of general biology or zoology with a lab (2 semesters). We will accept advanced or higher-level biology courses (such as Genetics or Cell Biology) toward this requirement. Preparation in biology should emphasize human biology and principles of systems biology.,,1,1,1.0,1.0,1.0
CT,Yale School of Medicine,Chemistry,CHEM,Required,"All applicants must complete a full year of general chemistry with lab (2 semesters), one semester of organic chemistry with lab and one semester of biochemistry (lab recommended, but not required). Preparation in chemistry should include exposure to general chemistry, organic chemistry, and biochemistry in a sequence that provides the foundation for the study of biologically relevant chemistry.",,1,1,1.0,1.0,1.0
CT,Yale School of Medicine,Physics,PHYS,Required,"All applicants must complete a full year of general physics with lab (2 semesters). Preparation in physics should focus on biologically relevant areas of mechanics, kinetics, thermodynamics, the properties of matter (quantum theory) and wave theory, electricity and magnetism, and optics.",,1,1,1.0,1.0,1.0
DC,George Washington University School of Medicine & Health Sciences,Biochemistry,CHEM,Recommended,Inorganic chemistry recommended.  Online for Fall 2020 and Spring 2021 coursework acceptable for all recommended courses in all areas.  Note: This School has progressed to a competency-based admissions process.,4,1,-1,-1.0,-1.0,-1.0
DC,George Washington University School of Medicine & Health Sciences,Biology,BIOL,Recommended,Any upper level biology.  Online for Fall 2020 and Spring 2021 coursework acceptable for all recommended courses in all areas.  Note: This School has progressed to a competency-based admissions process.,4,1,-1,-1.0,-1.0,-1.0
DC,George Washington University School of Medicine & Health Sciences,Chemistry,CHEM,Recommended,Organic Chemistry.  Online for Fall 2020 and Spring 2021 coursework acceptable for all recommended courses in all areas. Note: This School has progressed to a competency-based admissions process.,4,1,-1,-1.0,-1.0,-1.0
DC,George Washington University School of Medicine & Health Sciences,Literature,ENGL,Recommended,Any English course or eventual graduation from a US or Canadian undergraduate institution.  Online for Fall 2020 and Spring 2021 coursework acceptable.  Note: This School has progressed to a competency-based admissions process.,3,-1,-1,-1.0,-1.0,1.0
DC,George Washington University School of Medicine & Health Sciences,Mathematics,MATH,Recommended,College mathematics or statistics.  Online for Fall 2020 and Spring 2021 coursework acceptable for all recommended courses in all areas.  Note: This School has progressed to a competency-based admissions process.,3,-1,-1,-1.0,-1.0,-1.0
DC,George Washington University School of Medicine & Health Sciences,Physics,PHYS,Recommended,Online for Fall 2020 and Spring 2021 coursework acceptable for all recommended courses in all areas.  Note: This School has progressed to a competency-based admissions process.,4,1,-1,-1.0,-1.0,-1.0
DC,George Washington University School of Medicine & Health Sciences,Sociology,BESS,Recommended,"3 credits in ANY of the following recommended:  Anthropology, Economics, Family Studies, Psychology or Sociology.    Online for Fall 2020 and Spring 2021.  coursework acceptable for all recommended courses in all areas.  Note: This School has progressed to a competency-based admissions process.",3,-1,1,-1.0,-1.0,1.0
DC,Georgetown University School of Medicine,Biochemistry,CHEM,Recommended,Biochemistry (lab not required) may replace a second semester of Organic Chemistry with lab.,3,-1,1,1.0,1.0,1.0
DC,Georgetown University School of Medicine,Biology,BIOL,Required,,8,1,-1,1.0,1.0,1.0
DC,Georgetown University School of Medicine,Chemistry,CHEM,Required,General Chemistry I and II & Organic Chemistry I and II.,16,1,-1,1.0,1.0,1.0
DC,Georgetown University School of Medicine,Mathematics,MATH,Required,College Algebra level or higher,3,-1,1,1.0,1.0,1.0
DC,Georgetown University School of Medicine,Physics,PHYS,Required,,8,1,-1,1.0,1.0,1.0
DC,Howard University College of Medicine,Biochemistry,CHEM,Required,1 semester of Biochemistry.,3,-1,1,1.0,1.0,1.0
DC,Howard University College of Medicine,Biology,BIOL,Required,1 year of Biology is required including labs. (Biology 1 & 2),8,1,1,1.0,1.0,1.0
DC,Howard University College of Medicine,Chemistry,CHEM,Required,"1 year of General/Inorganic chemistry  with lab, and1 year of Organic Chemistry with lab",16,1,1,1.0,1.0,1.0
DC,Howard University College of Medicine,Composition & Rhetoric,ENGL,Required,1 year of English required.  Writing intensive courses that satisfy your institutions second english requirement can be used as a substitution for our English 2 requirement.,6,-1,1,1.0,1.0,1.0
DC,Howard University College of Medicine,Mathematics,MATH,Required,"1 year of Mathematics, any college level math courses including statistics.",6,-1,1,1.0,1.0,1.0
DC,Howard University College of Medicine,Physical Chemistry,CHEM,Required,"Organic chemistry with lab, 2 semesters",8,1,1,-1.0,1.0,1.0
DC,Howard University College of Medicine,Physics,PHYS,Required,1 year of Physics 1 & 2 with lab.,8,1,1,1.0,1.0,1.0
DC,Howard University College of Medicine,Psychology,BESS,Required,"Humanities courses or social sciences, 1 year, which may be additional English course work, Languages, Art, Music, History, Philosophy, Religion, Sociology, Psychology, etc.",6,-1,1,1.0,1.0,1.0
